exp,file_num,t_entry,motion_pre,arrival_calls,mean,std,p05,p25,dark_abs,skew
519,42,203.7549,0.0034344519015659,1,105.13726043701172,56.79816055297852,11.0,63.0,0.2351536458333333,0.0803219676017761
519,58,11.8111,0.0014230425055928,6,104.80284881591795,55.45524978637695,11.0,63.0,0.2347994791666666,0.0323933623731136
519,83,260.9305,3.3557046979865773e-06,4,104.05506896972656,54.61964797973633,10.0,64.0,0.2281307291666666,0.008660883642733
519,88,162.6295,0.0006512304250559,0,101.35963439941406,53.74420547485352,10.0,63.0,0.2350526041666666,0.0883018970489502
519,98,12.9742,0.0005742729306487,7,102.83716583251952,52.97224426269531,10.0,65.0,0.2166661458333333,0.0370671860873699
519,111,316.7648,0.0012675615212527,10,105.68515014648438,53.10630798339844,11.0,70.0,0.1918494791666666,-0.0109873861074447
519,116,38.9107,5.592841163310962e-06,9,110.58296966552734,55.9330940246582,11.0,70.0,0.1969765625,-0.089520514011383
519,123,193.2795,0.0,3,111.80975341796876,55.704715728759766,11.0,73.0,0.1913994791666666,-0.1537843197584152
519,130,236.806,0.0,2,114.36311340332033,56.67311096191406,12.0,72.0,0.1853317708333333,-0.2141114622354507
519,144,161.2764,3.355704697986577e-05,0,105.8625259399414,53.36468124389648,11.0,70.0,0.1968239583333333,-0.0318154282867908
519,164,135.6146,0.0001317673378076,7,102.96434783935548,54.65396118164063,10.0,64.0,0.2267911458333333,0.1000308319926261
519,191,113.9122,0.0011771812080536,0,107.89146423339844,55.26985168457031,11.0,68.0,0.2046744791666666,-0.0512027963995933
519,198,107.377,1.3422818791946309e-06,11,102.21173858642578,56.09878158569336,10.0,60.0,0.245390625,0.0984220877289772
520,1,145.4411,0.0002178970917225,0,115.0637435913086,57.579566955566406,11.0,71.0,0.1924572916666666,-0.2692066431045532
520,5,168.6941,0.0028261744966442,14,102.81237030029295,57.85930252075195,10.0,57.0,0.2636671875,0.1052244082093238
521,5,159.0696,2.237136465324385e-07,9,112.45116424560548,58.04842376708984,11.0,66.0,0.2128510416666666,-0.1945571452379226
521,45,250.2548,8.523489932885905e-05,4,97.14918518066406,54.00870132446289,8.0,56.0,0.27259375,0.1565301120281219
521,53,202.8939,0.0035064876957494,0,109.02635192871094,55.686370849609375,11.0,71.0,0.2010854166666666,-0.0936107859015464
525,2,181.6922,0.0034834451901565,0,111.78329467773438,55.80401611328125,11.0,73.0,0.18583125,-0.2186452895402908
525,13,136.6728,8.277404921700225e-06,0,114.1401138305664,59.73124313354492,11.0,66.0,0.2201953125,-0.1946630924940109
526,5,221.3621,8.277404921700225e-06,0,114.75336456298828,59.55672454833984,11.0,67.0,0.2168036458333333,-0.2265317142009735
526,10,98.3306,4.519015659955257e-05,0,114.79473114013672,59.07631301879883,11.0,70.0,0.2049385416666666,-0.2254339158535003
526,15,34.8662,1.655480984340045e-05,0,112.6751480102539,56.85031509399414,11.0,73.0,0.1926802083333333,-0.1938323378562927
526,20,28.8683,2.237136465324385e-07,0,117.92103576660156,58.91873550415039,11.0,74.0,0.1877192708333333,-0.2916308641433716
526,30,291.2338,1.1185682326621925e-06,0,120.90826416015624,59.8162956237793,12.0,78.0,0.1845322916666666,-0.3583973348140716
526,37,130.2561,4.519015659955257e-05,0,120.13999938964844,59.83470916748047,12.0,77.0,0.1812208333333333,-0.3207929730415344
526,42,96.2918,0.0009736017897091,0,115.07991027832033,58.743465423583984,11.0,78.0,0.19853125,-0.2045494318008422
526,88,156.6709,0.0004912751677852,5,109.41877746582033,59.1590461730957,10.0,67.0,0.2170239583333333,0.0275587141513824
526,94,291.761,0.0033342281879194,10,109.5271987915039,56.56368255615234,10.0,74.0,0.188540625,-0.0059629655443131
527,3,176.647,0.0008975391498881,9,110.31722259521484,60.02780151367188,11.0,65.0,0.2295130208333333,-0.0215342100709676
530,2,262.916,2.460850111856824e-06,3,109.03687286376952,55.6883544921875,10.0,72.0,0.1951083333333333,-0.1131656318902969
530,9,211.8891,0.0001114093959731,0,107.1137466430664,56.497337341308594,10.0,70.0,0.2074494791666666,0.0127859013155102
534,3,339.7807,0.0009514541387024,0,105.87411499023438,54.756629943847656,11.0,68.0,0.211559375,0.0047579719685018
534,8,190.8208,0.0031946308724832,2,103.47346496582033,53.70842361450195,10.0,70.0,0.2067895833333333,0.096859335899353
535,7,311.0402,0.0011541387024608,6,100.12686920166016,55.88225555419922,9.0,61.0,0.240421875,0.2470457106828689
535,27,194.7966,8.344519015659956e-05,2,97.85519409179688,53.26837539672852,8.0,63.0,0.2316828125,0.2438277155160904
541,6,3.0582,8.456375838926175e-05,0,104.43236541748048,55.30413818359375,11.0,67.0,0.217246875,0.1167651489377021
541,9,195.2265,9.30648769574944e-05,0,108.78407287597656,54.92313003540039,11.0,72.0,0.2028765625,-0.1112428084015846
544,9,159.5703,1.45413870246085e-05,0,103.63357543945312,54.67368698120117,10.0,63.0,0.239096875,0.0461670905351638
544,13,134.1863,4.697986577181209e-06,0,106.19786834716795,55.06535339355469,11.0,66.0,0.2258729166666666,-0.0271069332957267
545,15,176.9851,0.0001807606263982,5,96.36176300048828,53.8056526184082,8.0,59.0,0.2539869791666667,0.2725332677364349
545,73,146.4508,0.0001722595078299,4,94.42811584472656,53.65370559692383,7.0,57.0,0.2639619791666667,0.3429817855358124
545,82,86.0029,7.248322147651007e-05,0,102.97616577148438,55.893028259277344,10.0,65.0,0.2277552083333333,0.1755583882331848
545,106,281.6773,0.0018389261744966,4,108.6506576538086,56.59676361083984,11.0,70.0,0.211478125,-0.0189684797078371
545,123,64.6391,0.0022545861297539,0,104.34432220458984,55.03853225708008,10.0,65.0,0.2296026041666666,0.0352923013269901
545,143,293.4516,0.0005950782997762,1,106.61499786376952,55.47288513183594,11.0,70.0,0.2117203125,0.027029987424612
545,169,31.9563,0.000917673378076,0,98.3281021118164,54.658424377441406,8.0,60.0,0.2483119791666666,0.2371551990509033
545,170,93.27,0.0013201342281879,2,97.1583480834961,54.149452209472656,8.0,59.0,0.2510744791666666,0.2724078297615051
545,172,103.8338,7.38255033557047e-06,2,98.16703033447266,54.60494613647461,8.0,60.0,0.2482494791666666,0.2446323782205581
545,177,132.9911,0.0023013422818791,5,102.86710357666016,55.19860458374024,10.0,63.0,0.2317229166666666,0.0947709158062934
545,180,93.7924,2.5055928411633108e-05,4,105.4476547241211,54.74665069580078,10.0,67.0,0.21715,0.007587494328618
548,2,142.2775,0.0018673378076062,7,108.79862213134766,57.70408248901367,11.0,66.0,0.2234713541666666,-0.0241270121186971
548,17,36.4574,0.0002389261744966,1,105.01966857910156,55.978172302246094,10.0,67.0,0.2257052083333333,0.1138929203152656
548,114,132.3414,0.0007067114093959,11,110.00685119628906,55.84847259521485,12.0,68.0,0.2004526041666666,-0.0958899781107902
548,115,284.2469,1.498881431767338e-05,0,109.17306518554688,55.35551452636719,12.0,68.0,0.2063151041666666,-0.086050659418106
548,121,227.3036,3.131991051454139e-06,0,109.89598846435548,56.52388000488281,12.0,67.0,0.2114010416666666,-0.0634482875466346
548,151,135.1296,0.0010458612975391,5,101.30341339111328,54.75611877441406,10.0,63.0,0.230228125,0.1875635385513305
548,155,275.7384,0.0035914988814317,9,102.07213592529295,55.13725280761719,10.0,63.0,0.2317161458333333,0.1684572696685791
548,159,142.1721,0.0001026845637583,0,107.9298858642578,55.09353256225586,11.0,71.0,0.2007729166666666,-0.0125812068581581
549,6,89.1784,0.0001413870246085,8,97.5379638671875,56.171382904052734,9.0,56.0,0.2746885416666667,0.2758821249008178
549,17,355.3411,6.04026845637584e-06,0,109.31909942626952,58.32014846801758,11.0,63.0,0.2370645833333333,-0.028874360024929
550,19,147.0402,3.131991051454139e-06,7,106.68948364257812,57.75731658935547,11.0,59.0,0.2502619791666666,0.0429768487811088
550,49,29.5014,0.0005335570469798,0,116.16231536865234,59.58517837524414,12.0,67.0,0.2157354166666666,-0.2417220324277877
552,75,138.6391,4.47427293064877e-07,2,106.1120147705078,56.90495681762695,11.0,61.0,0.2424479166666666,0.0172495022416114
552,94,267.1108,2.550335570469799e-05,11,97.9738998413086,55.32424545288086,8.0,58.0,0.2603546875,0.273662120103836
555,14,287.8081,0.0025733780760626,3,99.75418853759766,53.559967041015625,9.0,63.0,0.2379703125,0.1730749756097793
555,41,173.2169,0.0005885906040268,5,98.7635269165039,54.74557876586914,9.0,59.0,0.2508020833333333,0.2240905463695526
555,65,15.9748,0.0030979865771812,0,96.7230987548828,54.73472213745117,8.0,54.0,0.2814598958333333,0.2418008148670196
555,92,345.8259,1.6107382550335573e-05,13,97.77196502685548,55.10087966918945,8.0,58.0,0.2663479166666667,0.2687416672706604
555,94,47.3441,0.0003923937360178,10,97.50403594970705,55.05439758300781,8.0,58.0,0.263840625,0.2798755466938019
555,137,149.5732,0.0004261744966442,2,111.01678466796876,57.7655143737793,11.0,70.0,0.2094411458333333,-0.0173599794507026
557,5,173.2341,4.921700223713647e-06,5,105.3777847290039,58.25016403198242,11.0,60.0,0.2495963541666666,0.0687358975410461
557,66,294.8408,6.487695749440716e-06,1,102.3708953857422,57.12849807739258,10.0,58.0,0.259684375,0.1131183207035064
559,10,93.5297,0.0002756152125279,2,104.95074462890624,55.34810256958008,10.0,64.0,0.2315760416666666,0.0069179935380816
563,2,169.4631,0.0018534675615212,0,110.20034790039062,57.123085021972656,11.0,65.0,0.2254625,-0.1620616763830185
565,30,114.0703,0.0031510067114093,0,107.29452514648438,58.07868957519531,10.0,59.0,0.2504833333333333,-0.0586475618183612
565,33,212.3885,0.0010612975391498,4,102.4438018798828,56.5703010559082,10.0,58.0,0.2564057291666666,0.0875061079859733
565,34,311.6336,0.0016577181208053,0,103.69178009033205,56.77607727050781,10.0,60.0,0.2474619791666666,0.0549613982439041
565,93,188.9605,0.0015494407158836,4,103.6525650024414,57.80053329467773,10.0,57.0,0.2668036458333333,0.0904270187020301
565,95,138.1308,0.0002427293064876,4,104.59898376464844,57.46745681762695,10.0,59.0,0.2520833333333333,0.0639074370265007
565,97,223.0602,0.0034248322147651,15,100.34093475341795,58.29425048828125,9.0,52.0,0.2892171875,0.1647146642208099
565,101,296.205,0.0022841163310961,3,103.71334075927734,57.47798156738281,10.0,58.0,0.2573479166666667,0.0920435115694999
565,125,238.7372,0.0016489932885906,0,110.08062744140624,59.38894271850586,11.0,65.0,0.2300088541666666,-0.0107949431985616
566,3,20.9761,0.0,0,94.72573852539062,59.31327438354492,6.0,50.0,0.30474375,0.3202332854270935
492,3,147.0253,0.0,0,139.66470336914062,71.59207916259766,16.0,82.0,0.1664265625,-0.3351818919181824
492,10,257.5724,0.0,0,139.49411010742188,71.28929138183594,16.0,80.0,0.1735088541666666,-0.3615000545978546
492,14,343.9219,0.0,0,137.958740234375,69.14869689941406,16.0,82.0,0.16819375,-0.3864409625530243
493,12,134.6919,0.002531096196868,4,123.39181518554688,64.98338317871094,14.0,71.0,0.2008380208333333,-0.1614573299884796
493,15,239.1699,0.0008809843400447,0,126.65869140625,66.46873474121094,14.0,71.0,0.1999838541666666,-0.207803413271904
493,21,152.3277,0.0004527964205816,3,122.12017822265624,66.9094467163086,14.0,65.0,0.2243291666666666,-0.1143363714218139
493,36,221.883,5.1454138702460855e-06,0,121.97200775146484,65.95034790039062,14.0,67.0,0.2167072916666666,-0.13455531001091
493,44,22.7822,0.001865548098434,7,119.87841796875,63.44965744018555,12.0,67.0,0.212009375,-0.1619377136230468
493,52,6.403,0.0004011185682326,13,119.37960052490234,63.131797790527344,13.0,67.0,0.2045614583333333,-0.1091542989015579
493,90,118.9118,0.001879418344519,0,119.18177795410156,61.88283157348633,12.0,71.0,0.200596875,-0.1927287131547927
493,110,78.2703,0.0007519015659955,10,119.51078033447266,62.061859130859375,12.0,70.0,0.1989375,-0.1951187402009964
493,116,262.0134,6.487695749440716e-06,8,119.71929931640624,61.407752990722656,12.0,73.0,0.1904697916666666,-0.2098279595375061
493,122,287.819,0.0020165548098434,0,116.99313354492188,59.63345336914063,12.0,74.0,0.1898630208333333,-0.1878369599580764
494,1,187.1238,1.1185682326621925e-06,0,117.34429931640624,62.13077926635742,12.0,72.0,0.1939395833333333,-0.0726266130805015
494,21,153.1673,1.9686800894854587e-05,4,115.70353698730467,63.46590805053711,12.0,64.0,0.2275817708333333,-0.029070820659399
494,34,140.9423,0.0037413870246085,1,108.16918182373048,60.98003387451172,11.0,61.0,0.2425895833333333,0.1167037934064865
494,48,148.147,0.0004742729306487,1,114.4168701171875,64.34957122802734,11.0,61.0,0.2420802083333333,0.0108154518529772
496,7,70.3059,0.0002015659955257,11,114.37013244628906,61.94009017944336,12.0,63.0,0.2369458333333333,-0.0954642817378044
496,14,2.6923,0.0,0,124.2435302734375,65.84357452392578,15.0,65.0,0.2325067708333333,-0.2678129374980926
497,7,93.367,0.0011434004474272,12,110.8350067138672,60.714054107666016,12.0,61.0,0.2413807291666666,-0.0171437598764896
497,27,79.8119,0.0024876957494407,3,112.4863510131836,59.19275665283203,12.0,66.0,0.2250713541666666,-0.0898437425494194
497,68,235.2631,0.0013854586129753,6,109.56914520263672,57.92039489746094,12.0,64.0,0.2245197916666666,-0.0329661555588245
497,97,169.8691,0.002779865771812,1,115.31568145751952,61.35353469848633,12.0,66.0,0.2208145833333333,-0.0915358215570449
497,109,131.509,0.0,5,118.68431854248048,61.32990646362305,14.0,68.0,0.2137494791666666,-0.2283420413732528
497,116,18.2392,1.1185682326621925e-06,0,113.83264923095705,57.971927642822266,12.0,73.0,0.1919635416666666,-0.1532604396343231
497,123,168.5015,0.002976062639821,8,114.57154846191406,62.549781799316406,12.0,63.0,0.2399942708333333,-0.1094218492507934
497,135,312.8142,0.0,0,123.46407318115234,63.28755569458008,14.0,73.0,0.1977182291666666,-0.2606895267963409
497,143,108.4265,8.389261744966443e-05,7,107.54508209228516,57.16573333740234,11.0,65.0,0.22696875,-0.0004796808061655
497,157,143.6024,6.711409395973154e-07,3,108.755615234375,58.316925048828125,12.0,64.0,0.2318635416666666,-0.0238641966134309
497,167,239.7825,2.013422818791946e-06,1,122.54224395751952,63.649322509765625,14.0,70.0,0.207603125,-0.2599050402641296
497,173,108.4152,5.592841163310963e-06,4,113.46736145019533,58.16828536987305,12.0,71.0,0.2050348958333333,-0.1910996884107589
497,190,253.665,2.237136465324385e-07,1,113.88288879394533,58.13938522338867,12.0,71.0,0.195696875,-0.1705992072820663
497,195,178.1329,1.7225950782997762e-05,1,110.94744873046876,57.39337921142578,12.0,68.0,0.2080489583333333,-0.0851317569613456
497,202,329.163,4.921700223713648e-06,0,117.35633087158205,61.64453506469727,12.0,70.0,0.2094208333333333,-0.1719077974557876
497,213,63.615,0.0007686800894854,8,120.7100067138672,61.404327392578125,14.0,72.0,0.20974375,-0.3016200065612793
498,2,172.9065,0.0,0,120.50174713134766,60.64213180541992,14.0,74.0,0.1951942708333333,-0.2737893462181091
499,4,289.7237,2.6845637583892617e-06,6,111.88995361328124,59.934967041015625,12.0,63.0,0.2406359375,-0.1479142159223556
499,16,197.6873,0.0031677852348993,14,110.8386688232422,60.334503173828125,12.0,61.0,0.2436848958333333,-0.0582138895988464
501,29,180.4491,0.0015870246085011,4,109.6691436767578,56.3584098815918,12.0,70.0,0.2063734375,-0.0254564937204122
501,74,32.5011,0.0017212527964205,2,108.93394470214844,53.576786041259766,11.0,73.0,0.1815671875,-0.0984026417136192
501,102,272.2867,0.0002565995525727,8,112.720703125,59.89622116088867,12.0,66.0,0.2232682291666666,-0.046190645545721
501,113,327.7045,0.0001713646532438,0,122.52228546142578,61.48620223999024,14.0,74.0,0.19596875,-0.2809444665908813
501,123,156.4534,0.0,10,122.4627914428711,60.67922592163086,14.0,77.0,0.1802427083333333,-0.2606765925884247
501,133,46.6129,5.637583892617448e-05,9,117.05386352539062,58.513309478759766,12.0,73.0,0.1886078125,-0.2379043251276016
501,136,265.5268,0.0032662192393736,9,116.78695678710938,60.03507995605469,12.0,71.0,0.2013036458333333,-0.1434238851070404
501,162,320.7944,0.0020977628635346,8,113.0472183227539,57.088356018066406,12.0,72.0,0.1962479166666666,-0.1268966346979141
501,167,210.3335,0.0022205816554809,8,114.99933624267578,58.7126579284668,12.0,73.0,0.1920901041666666,-0.1009328663349151
501,174,245.7371,0.0010156599552572,3,107.822509765625,57.07829666137695,11.0,65.0,0.2241432291666666,0.0087848687544465
501,188,250.8603,0.0,0,121.2287139892578,56.98432159423828,14.0,80.0,0.1623135416666666,-0.4122395515441894
501,202,120.3097,8.948545861297539e-07,4,108.71461486816406,54.17265319824219,11.0,71.0,0.1936432291666666,-0.1138931289315223
501,215,212.4305,0.0,3,117.77850341796876,56.6313591003418,12.0,77.0,0.1715098958333333,-0.3147933483123779
503,4,202.1554,0.0,3,111.154296875,56.45829772949219,12.0,70.0,0.1955020833333333,-0.0853164494037628
504,8,184.1606,5.592841163310962e-06,0,106.26588439941406,56.95439529418945,12.0,61.0,0.2412598958333333,0.0203595403581857
504,9,81.2272,0.002589932885906,4,104.67076873779295,56.80551528930664,11.0,60.0,0.2475447916666666,0.0549157932400703
504,16,267.5986,0.0001545861297539,1,95.4535140991211,55.42373275756836,8.0,51.0,0.2926708333333333,0.2437650114297866
504,38,271.6559,0.0009427293064876,1,98.80148315429688,57.27868270874024,10.0,53.0,0.28523125,0.2060129642486572
504,53,233.712,4.697986577181209e-06,2,99.07476806640624,57.17098617553711,10.0,54.0,0.2854739583333333,0.2367999702692031
504,67,96.5487,0.0032051454138702,3,95.6699676513672,55.73858642578125,9.0,53.0,0.2940932291666667,0.3146016895771026
504,68,123.5367,0.0011595078299776,0,97.7305908203125,55.56005096435547,9.0,54.0,0.2812197916666666,0.2441101521253585
504,82,133.5088,0.0,0,112.20171356201172,58.17538070678711,12.0,65.0,0.2281901041666666,-0.1364137977361679
504,93,135.432,3.5123042505592845e-05,0,99.15398406982422,56.605010986328125,10.0,56.0,0.2749479166666667,0.2279066741466522
504,100,241.8954,0.0001883668903803,0,97.54843139648438,57.18955993652344,9.0,51.0,0.3088921875,0.2565201222896576
504,115,83.8748,6.487695749440716e-06,3,98.79769134521484,56.71344757080078,9.0,53.0,0.288175,0.2269103080034256
504,124,184.1127,0.0,1,107.88933563232422,55.779239654541016,12.0,65.0,0.2285427083333333,-0.0526744350790977
504,134,285.6995,0.002503803131991,0,111.27792358398438,57.12049865722656,12.0,67.0,0.2102942708333333,-0.1080665364861488
504,138,99.3476,0.0,5,113.07418060302734,57.02692794799805,14.0,67.0,0.2189604166666666,-0.1904622316360473
504,159,37.6155,0.0021523489932885,0,108.98603057861328,58.82305145263672,12.0,60.0,0.2469510416666666,-0.0357746928930282
504,171,89.9777,0.0031051454138702,4,107.6861343383789,58.009056091308594,12.0,61.0,0.2431359375,0.0127111878246068
504,185,166.317,0.0,0,111.57048797607422,55.764007568359375,12.0,72.0,0.1944109375,-0.1385906636714935
504,196,223.1303,5.995525727069351e-05,0,106.9084701538086,57.34640121459961,12.0,66.0,0.2156072916666666,0.152417853474617
505,5,13.1764,0.002521029082774,3,108.18621826171876,55.30208969116211,12.0,66.0,0.2173822916666666,-0.0464080087840557
505,9,107.6536,0.0,0,107.326171875,56.377197265625,12.0,66.0,0.2196635416666666,0.0186006817966699
505,13,233.3765,2.237136465324385e-06,5,105.7177276611328,56.59552001953125,12.0,61.0,0.2431875,0.0468486286699771
505,27,254.1763,9.843400447427292e-06,7,101.70092010498048,57.02889633178711,10.0,58.0,0.2610973958333333,0.1816524118185043
505,64,95.0442,0.0006818791946308,0,102.68643188476562,54.59760665893555,11.0,63.0,0.2356354166666666,0.0790453180670738
505,85,325.1886,0.0029863534675615,7,106.77301788330078,55.27457046508789,12.0,65.0,0.2222677083333333,-0.0163060817867517
505,89,142.5663,0.0002861297539149,8,102.3512191772461,55.9355583190918,11.0,59.0,0.2505307291666667,0.1649657785892486
505,126,318.5804,0.0017552572706935,4,102.5464324951172,54.5970573425293,11.0,63.0,0.239415625,0.069916196167469
505,133,249.0093,0.0023158836689038,8,106.07942199707033,56.50754165649414,12.0,65.0,0.2268135416666666,0.0533013977110385
505,158,68.8656,0.0,0,112.07630157470705,57.46538925170898,12.0,67.0,0.2157010416666666,-0.1246686801314354
505,169,232.0847,4.47427293064877e-07,4,111.8427963256836,56.540565490722656,12.0,68.0,0.2081348958333333,-0.1491695195436477
505,188,353.4233,0.0024360178970917,0,108.78121948242188,57.68136215209961,12.0,66.0,0.22040625,0.0598436594009399
506,16,288.5646,1.5659955257270697e-06,12,105.95999145507812,56.05266571044922,12.0,63.0,0.2316416666666666,0.0087220706045627
506,24,210.3569,0.0014979865771812,2,106.58496856689452,56.13151168823242,12.0,66.0,0.2202666666666666,0.0283815208822488
506,35,261.7785,0.0036979865771812,0,107.2231674194336,55.185001373291016,12.0,67.0,0.1995427083333333,-3.141743582091294e-05
506,46,184.9582,0.0015747203579418,8,103.56183624267578,55.79067611694336,11.0,60.0,0.2446614583333333,0.0962571874260902
506,59,312.2756,0.0020460850111856,13,106.27593231201172,55.366477966308594,12.0,66.0,0.2159270833333333,0.0195821896195411
508,18,26.7796,1.0514541387024608e-05,6,102.39244079589844,55.90623092651367,10.0,60.0,0.2474161458333333,0.1031483337283134
508,41,227.8526,0.0022628635346756,2,105.36172485351562,58.009952545166016,11.0,60.0,0.2440416666666666,0.1516187340021133
508,57,80.636,0.003489932885906,0,104.20988464355467,55.63648986816406,11.0,63.0,0.2385390625,0.0500269085168838
508,73,311.7267,0.0001586129753914,11,101.12380981445312,55.83364868164063,10.0,59.0,0.2527421875,0.1491340398788452
509,1,60.1847,5.1454138702460855e-06,0,107.79986572265624,56.838863372802734,11.0,65.0,0.2221984375,-0.012489978224039
510,2,53.8063,1.1185682326621925e-06,1,110.8157196044922,56.46711730957031,11.0,70.0,0.2047333333333333,-0.1276297122240066
510,15,55.1483,0.0019823266219239,17,103.8255844116211,55.63325500488281,11.0,61.0,0.2434171875,0.0138980448246002
511,9,219.6791,2.237136465324385e-07,2,111.30081939697266,55.72812271118164,12.0,70.0,0.2062921875,-0.1738843023777008
512,5,144.3552,0.0009740492170022,0,105.9738998413086,56.7486457824707,11.0,64.0,0.2320723958333333,0.0922767370939254
512,34,226.4752,0.0016961968680089,2,104.79749298095705,54.611724853515625,11.0,65.0,0.2268473958333333,-0.006946179550141
512,56,39.2474,0.0029319910514541,4,105.46551513671876,55.083595275878906,11.0,63.0,0.2337020833333333,-0.0186968762427568
512,87,343.0925,6.935123042505594e-06,0,107.61669921875,55.06278610229492,12.0,68.0,0.21068125,-0.0428883917629718
512,92,260.9433,0.001959284116331,0,104.2480697631836,55.15011215209961,11.0,64.0,0.231284375,0.0287312995642423
512,99,70.2197,0.0017035794183445,4,107.85164642333984,56.79166412353516,12.0,65.0,0.2272322916666666,-0.0125639308243989
512,112,111.8752,0.0,0,113.041748046875,56.13108444213867,12.0,72.0,0.2012078125,-0.2012371718883514
513,11,219.58,0.0029259507829977,6,107.30594635009766,56.05270385742188,11.0,64.0,0.2381651041666666,-0.0853127241134643
513,30,132.2173,0.0021302013422818,6,104.27767181396484,52.66509246826172,10.0,67.0,0.212128125,-0.0363691337406635
513,45,111.6013,0.0014894854586129,3,107.02920532226562,53.0419807434082,11.0,70.0,0.2049854166666666,-0.1099241599440574
513,51,69.5139,0.0021017897091722,2,108.6231918334961,56.243431091308594,12.0,66.0,0.2212546875,-0.0696826055645942
513,55,144.2929,0.0,3,114.0805435180664,55.25687026977539,12.0,73.0,0.1897536458333333,-0.2624912858009338
513,65,346.6275,7.606263982102911e-06,0,114.06856536865234,56.30152893066406,13.0,72.0,0.1917333333333333,-0.1960235238075256
513,80,86.5858,0.0006778523489932,9,107.34684753417967,53.691986083984375,12.0,68.0,0.2062661458333333,-0.0770597234368324
513,97,153.5826,7.606263982102909e-06,3,114.23280334472656,56.1463623046875,12.0,75.0,0.1708234375,-0.116259180009365
513,105,6.0023,0.0025914988814317,3,111.65675354003906,60.58749771118164,12.0,64.0,0.2339088541666666,0.0156160043552517
513,127,273.7362,0.0003413870246085,9,102.71990203857422,54.24361038208008,10.0,64.0,0.2297880208333333,0.0915549620985984
513,140,37.9167,2.662192393736018e-05,0,116.67926025390624,58.09487915039063,14.0,73.0,0.1996880208333333,-0.2438824623823166
513,149,119.4094,2.460850111856824e-06,0,107.1977996826172,54.664981842041016,12.0,66.0,0.2130036458333333,-0.0430685654282569
513,172,298.7222,0.0010252796420581,11,113.14669036865234,56.217559814453125,12.0,73.0,0.1923,-0.1322733759880066
513,176,296.7226,0.0018237136465324,5,117.37274169921876,58.21249008178711,14.0,72.0,0.1914703125,-0.2377282530069351
513,182,308.7835,0.0,3,113.75748443603516,56.98540496826172,12.0,70.0,0.2070421875,-0.2029998749494552
514,4,80.58,0.0031894854586129,10,100.2983856201172,51.771915435791016,10.0,64.0,0.2277291666666666,0.0846538096666336
514,13,57.1384,0.0034729306487695,7,102.42581939697266,52.297119140625,10.0,65.0,0.2180098958333333,0.0527553185820579
515,0,118.9283,0.0009601789709172,7,111.5103530883789,55.42770385742188,12.0,71.0,0.1962255208333333,-0.1451495736837387
515,9,293.697,1.5212527964205818e-05,0,111.36483001708984,56.134395599365234,12.0,70.0,0.2069026041666666,-0.1177968457341194
515,13,281.3837,0.0017997762863534,5,112.004150390625,55.86745834350586,12.0,71.0,0.2094427083333333,-0.1685931533575058
515,19,343.3438,0.0018581655480984,1,105.6594467163086,55.91890335083008,12.0,64.0,0.2274296875,0.1042805090546608
516,4,73.2141,0.000341610738255,9,110.71720123291016,54.96335220336914,12.0,70.0,0.1960744791666666,-0.142537385225296
516,6,236.0842,0.0,0,114.04234313964844,55.67091751098633,12.0,73.0,0.1837291666666666,-0.2368597239255905
517,0,249.0802,0.0023680089485458,6,105.84566497802734,52.82143783569336,11.0,68.0,0.1964901041666666,-0.028332071378827
517,13,288.9273,0.0008252796420581,12,101.92845916748048,52.8297004699707,10.0,65.0,0.2169416666666666,0.0799648985266685
517,20,200.393,6.04026845637584e-06,0,105.26043701171876,53.91202163696289,11.0,66.0,0.2128427083333333,0.0100738620385527
517,44,163.0172,0.0001552572706935,4,103.36783599853516,52.68941879272461,10.0,66.0,0.2083359375,0.0321923717856407
517,63,177.6881,0.0008172259507829,2,101.2222671508789,53.72575759887695,10.0,64.0,0.2190875,0.163995161652565
517,85,173.8764,0.0012351230425055,1,100.21958923339844,53.50387954711914,9.0,64.0,0.225478125,0.1740075349807739
517,92,209.6147,0.0010123042505592,8,107.48751831054688,54.25685119628906,11.0,68.0,0.1967994791666666,-0.0447875335812568
517,96,208.765,0.0013053691275167,3,102.1393051147461,54.94205093383789,10.0,61.0,0.2432630208333333,0.1058198288083076
517,114,140.2484,1.5212527964205818e-05,8,108.1215362548828,55.02101135253906,11.0,68.0,0.2072208333333333,-0.0729148313403129
517,120,299.1443,0.0,0,112.73111724853516,55.75132751464844,12.0,72.0,0.1913973958333333,-0.2071592360734939
517,123,106.2246,0.0013498881431767,7,109.86419677734376,56.119754791259766,11.0,68.0,0.20548125,-0.0878075361251831
517,128,90.143,0.0007228187919463,6,106.1444854736328,56.45940780639648,11.0,65.0,0.2211380208333333,0.1072850674390792
517,138,111.1331,1.7897091722595078e-06,2,111.7024154663086,56.57324600219727,11.0,70.0,0.2073484375,-0.148970752954483
517,143,207.9939,3.8031319910514536e-06,8,106.21602630615234,53.942081451416016,11.0,68.0,0.19838125,0.0156247029080986
517,164,200.6719,0.0013776286353467,6,106.39449310302734,54.67529678344727,11.0,66.0,0.2160442708333333,-0.0294675342738628
517,173,52.9387,0.0036404921700223,0,101.59355926513672,52.57623672485352,10.0,65.0,0.2211791666666666,0.0551996305584907
517,178,230.3049,3.8031319910514553e-06,5,109.0147476196289,55.779090881347656,11.0,67.0,0.2098708333333333,-0.0806252360343933
