exp,file_num,t_entry,motion_pre,arrival_calls,cat
493,117,129.7457,0.0003510067114093,9,sleeping
493,117,247.7844,0.0013941834451901,0,sleeping
493,118,77.5437,5.727069351230425e-05,3,sleeping
493,118,118.1564,0.0143787472035794,2,active
493,118,162.8922,0.0001733780760626,1,sleeping
493,119,163.8331,0.0011118568232662,11,sleeping
493,119,196.3527,0.0080749440715883,13,active
493,120,62.085,0.0228885906040268,3,active
493,120,211.1946,0.0118541387024608,4,active
493,120,276.9265,0.0013371364653243,0,sleeping
493,120,346.4093,0.0142738255033557,18,active
493,121,14.0323,0.025938255033557,7,active
493,121,53.7639,0.0243111856823266,6,active
493,121,84.6771,0.0283241610738255,2,active
493,121,187.554,0.0364570469798657,1,active
493,121,192.1385,0.0391458612975391,3,active
493,121,248.0161,0.0327440715883668,1,active
493,121,263.6052,0.0305988814317673,3,active
493,122,40.7666,0.0090841163310961,2,active
493,122,154.6632,0.021507158836689,15,active
493,122,287.819,0.0020165548098434,0,sleeping
493,123,86.6229,0.0099127516778523,12,active
493,123,99.6343,0.0020953020134228,3,sleeping
493,123,152.091,0.0231644295302013,4,active
493,123,339.6248,0.0179498881431767,14,active
493,123,342.3476,0.0163409395973154,5,active
493,124,118.6623,0.0178803131991051,14,active
493,124,249.8906,0.0005096196868008,1,sleeping
493,124,298.2714,0.0139357941834451,4,active
494,0,317.8161,0.0043749440715883,0,active
494,1,82.887,1.1185682326621925e-06,0,sleeping
494,1,126.2362,0.0016456375838926,0,sleeping
494,1,147.1843,0.0006156599552572,0,sleeping
494,1,165.6762,0.0008355704697986,0,sleeping
494,1,187.1238,1.1185682326621925e-06,0,sleeping
494,1,232.4107,1.1409395973154363e-05,0,sleeping
494,1,284.6905,6.487695749440717e-06,0,sleeping
494,2,98.6021,0.0015051454138702,4,sleeping
494,2,141.8021,0.019369351230425,14,active
494,2,171.5061,0.0102134228187919,0,active
494,2,226.8272,0.0054691275167785,2,active
494,5,75.8544,2.460850111856824e-06,2,sleeping
494,18,237.3858,0.0055805369127516,1,active
494,19,356.381,0.0004988814317673,0,sleeping
494,21,6.6162,1.3422818791946309e-06,0,sleeping
494,21,29.9901,0.0009912751677852,0,sleeping
494,21,153.1673,1.9686800894854587e-05,4,sleeping
494,22,267.7481,0.0130821029082774,7,active
494,22,276.9196,0.02168322147651,0,active
494,22,286.7772,0.0190460850111856,0,active
494,22,304.0307,0.0332979865771812,0,active
494,22,313.6352,0.019489932885906,0,active
494,22,318.4992,0.0293335570469798,3,active
494,22,324.0598,0.0322608501118568,5,active
494,22,334.1756,0.0289689038031319,0,active
494,23,14.88,0.0242237136465324,1,active
494,23,39.1947,0.0215223713646532,0,active
494,24,91.521,0.0077789709172259,0,active
494,24,206.3621,1.588366890380313e-05,0,sleeping
494,25,275.8248,2.237136465324385e-07,1,sleeping
494,27,12.1162,0.0019579418344519,0,sleeping
494,27,257.0115,0.009945413870246,5,active
494,28,192.1008,0.0088360178970917,1,active
494,31,68.2243,0.0019697986577181,8,sleeping
494,31,110.6633,0.0049527964205816,0,active
494,31,246.3468,0.0,0,sleeping
494,32,217.1476,0.0257774049217002,12,active
494,33,14.6403,4.47427293064877e-07,0,sleeping
494,33,145.0423,2.237136465324385e-07,0,sleeping
494,33,173.57,0.0345615212527964,2,active
494,33,324.9528,0.0239331096196868,1,active
494,34,64.3424,0.021200447427293,9,active
494,34,140.9423,0.0037413870246085,1,sleeping
494,35,35.8101,0.0035816554809843,0,sleeping
494,35,48.125,0.0081015659955257,7,active
494,42,15.2997,0.005128187919463,3,active
494,43,119.5941,0.0019331096196868,0,sleeping
494,43,163.0946,0.0008961968680089,4,sleeping
494,43,255.5976,1.0738255033557049e-05,4,sleeping
494,44,291.5431,0.0094317673378076,12,active
494,45,11.0741,2.975391498881431e-05,8,sleeping
494,45,38.685,3.3557046979865773e-06,0,sleeping
494,46,244.9497,0.0433964205816554,0,active
494,47,210.7983,3.400447427293065e-05,0,sleeping
494,48,81.8276,0.0172950782997762,3,active
494,48,148.147,0.0004742729306487,1,sleeping
496,0,284.2508,0.0,0,empty
496,0,317.0929,0.0,3,empty
496,1,134.5799,0.0120527964205816,5,active
496,2,249.4843,0.0195841163310961,12,active
496,3,209.2717,0.01325548098434,2,active
496,3,234.5096,0.0048608501118568,2,active
496,3,244.6923,0.0001890380313199,4,sleeping
496,3,276.7652,0.003493736017897,7,sleeping
496,5,96.1045,0.0155257270693512,2,active
496,5,160.7443,4.47427293064877e-07,4,sleeping
496,5,242.7773,0.0012738255033557,8,sleeping
