exp,file_num,t_entry,t_out,in_tunnel,motion_pre,motion_pre_max,still_frac,motion_post,arrival_calls,arrival_rate
493,16,12.6229,13.3667,0.7438000000000002,0.0033080536912751,0.0149666666666666,0.7785234899328859,0.0257079096045197,0,0.0
493,16,25.0459,25.6,0.5541000000000018,0.0010615212527964,0.0087333333333333,0.9731543624161074,0.015454802259887,4,1.6
493,16,33.6465,34.4,0.7534999999999954,0.0035684563758389,0.0434,0.8590604026845637,0.024731638418079,0,0.0
493,16,49.8686,50.5333,0.6646999999999963,1.968680089485459e-05,0.0001,1.0,0.0216248587570621,0,0.0
493,16,54.8246,55.6667,0.8421000000000021,0.0100959731543624,0.0869333333333333,0.5503355704697986,0.0118762711864406,3,1.2
493,16,64.7611,65.4,0.6389000000000067,0.0068510067114093,0.0314,0.4630872483221476,0.0212,0,0.0
493,16,98.6745,99.4667,0.7922000000000082,3.3557046979865773e-06,0.0001333333333333,1.0,0.0158954802259887,7,2.8
493,16,102.7494,103.9667,1.2173000000000087,0.0085111856823266,0.0484,0.5906040268456376,0.0135333333333333,12,4.8
493,16,112.4482,113.1333,0.6851000000000056,0.0065961968680089,0.0308333333333333,0.4429530201342282,0.0150813559322033,3,1.2
493,16,168.8607,169.5,0.6392999999999915,0.042617673378076,0.0999333333333333,0.0,0.0439915254237288,6,2.4
493,16,285.0439,285.7333,0.6893999999999778,0.0087451901565995,0.0308,0.3624161073825503,0.031754802259887,4,1.6
493,16,343.0415,344.1667,1.1252000000000066,0.0157961968680089,0.0354666666666666,0.1140939597315436,0.0261937853107344,2,0.8
493,17,239.0834,243.6333,4.54989999999998,0.0188402684563758,0.0348,0.0,0.0361954802259887,6,2.4
493,17,313.2343,320.9333,7.698999999999955,0.0074042505592841,0.0253333333333333,0.4496644295302013,0.0297983050847457,3,1.2
493,17,330.5605,331.1667,0.6062000000000012,0.0113129753914988,0.0320666666666666,0.1409395973154362,0.0322372881355932,0,0.0
493,18,18.2694,26.4,8.130599999999998,0.0054648769574944,0.0158333333333333,0.5302013422818792,0.018476836158192,1,0.4
493,20,224.1123,227.5667,3.4543999999999926,0.0342731543624161,0.0796666666666666,0.0,0.0288841807909604,13,5.2
493,20,351.4565,352.1,0.6435000000000173,0.0191120805369127,0.0414,0.0,0.0328615819209039,16,6.4
493,21,21.3919,22.0,0.6081000000000003,0.003262639821029,0.0112,0.7315436241610739,0.0149903954802259,7,2.8
493,21,54.1731,55.5333,1.360199999999999,0.0183409395973154,0.0832333333333333,0.2214765100671141,0.0187915254237288,9,3.6
493,21,73.1264,73.7667,0.6402999999999963,0.0119152125279642,0.0337,0.2214765100671141,0.0202638418079096,12,4.8
493,21,79.3578,79.9,0.5422000000000082,0.0167753914988814,0.0458333333333333,0.1879194630872483,0.0343604519774011,6,2.4
493,21,96.2416,97.1333,0.8917000000000002,0.0091230425055928,0.0319666666666666,0.3624161073825503,0.0340553672316384,14,5.6
493,21,105.708,106.6333,0.9253000000000072,0.0162812080536912,0.0387333333333333,0.0134228187919463,0.0223485875706214,9,3.6
493,21,114.616,115.2,0.5840000000000032,0.0031476510067114,0.0248,0.825503355704698,0.0252005649717514,6,2.4
493,21,134.5528,135.2,0.647199999999998,0.0058328859060402,0.0200666666666666,0.5234899328859061,0.0236971751412429,7,2.8
493,21,152.3277,153.0667,0.7390000000000043,0.0004527964205816,0.0088333333333333,0.9798657718120806,0.0197491525423728,3,1.2
493,21,158.0167,158.7667,0.75,0.0082085011185682,0.0766,0.6577181208053692,0.0161683615819209,7,2.8
493,21,185.4504,186.1,0.6495999999999924,9.395973154362417e-05,0.0014666666666666,1.0,0.0239960451977401,5,2.0
493,21,219.4809,221.8,2.31910000000002,0.0097357941834451,0.0495333333333333,0.5167785234899329,0.0151745762711864,5,2.0
493,22,21.4155,22.2,0.7844999999999978,0.0078684563758389,0.0193333333333333,0.2416107382550335,0.0161655367231638,6,2.4
493,22,67.2519,72.1667,4.9148,0.0175228187919463,0.056,0.1812080536912751,0.0224011299435028,6,2.4
493,22,247.7027,248.2667,0.563999999999993,0.0071015659955257,0.0300333333333333,0.5771812080536913,0.017319209039548,7,2.8
493,26,31.0648,34.2667,3.2018999999999984,0.0100120805369127,0.0286,0.1812080536912751,0.0233508474576271,11,4.4
493,26,76.3569,77.2333,0.8764000000000038,0.004189932885906,0.0177,0.7315436241610739,0.0145841807909604,8,3.2
493,26,96.5264,97.2667,0.7403000000000048,0.0024583892617449,0.0117333333333333,0.8590604026845637,0.0085451977401129,6,2.4
493,26,108.5243,109.6,1.0756999999999977,0.0074921700223713,0.0297333333333333,0.3825503355704698,0.0316762711864406,11,4.4
493,26,114.9285,115.5333,0.6047999999999973,0.0218505592841163,0.0776,0.0067114093959731,0.0356214689265536,8,3.2
493,26,121.1546,124.3667,3.2120999999999924,0.0313161073825503,0.0619333333333333,0.0,0.0312423728813559,4,1.6
493,26,123.5254,124.3667,0.8412999999999897,0.0284789709172259,0.0619333333333333,0.0,0.0312423728813559,4,1.6
493,26,174.1286,174.7,0.5713999999999828,0.0084700223713646,0.0457666666666666,0.4966442953020134,0.0262887005649717,3,1.2
493,26,196.4705,197.0,0.529500000000013,0.0213686800894854,0.0431333333333333,0.0,0.0147305084745762,1,0.4
493,26,283.4724,284.2333,0.7608999999999924,0.001945413870246,0.0154666666666666,0.8926174496644296,0.0284112994350282,10,4.0
493,26,294.0275,295.0333,1.005800000000022,0.0023049217002237,0.0184,0.8657718120805369,0.0155158192090395,7,2.8
493,26,301.2229,301.9667,0.7438000000000216,0.0060639821029082,0.0362666666666666,0.5570469798657718,0.021122033898305,2,0.8
493,26,329.8408,330.6333,0.7925000000000182,0.008893736017897,0.0414666666666666,0.5369127516778524,0.0195355932203389,0,0.0
493,27,102.9377,103.7333,0.7955999999999932,0.0209706935123042,0.0547666666666666,0.0067114093959731,0.0184237288135593,0,0.0
493,27,138.5496,139.0667,0.5170999999999992,0.0058541387024608,0.0293,0.6040268456375839,0.0179502824858757,0,0.0
493,27,149.513,150.5333,1.0202999999999918,0.0043666666666666,0.0227666666666666,0.7114093959731543,0.0417118644067796,3,1.2
493,27,183.531,184.1667,0.6356999999999857,0.01278322147651,0.048,0.2751677852348993,0.0167881355932203,10,4.0
493,27,248.9864,249.6,0.613599999999991,0.01898322147651,0.0489666666666666,0.0536912751677852,0.0235666666666666,5,2.0
