exp,file_num,t_entry
519,28,262.8989
519,41,323.0235
519,41,51.2847
519,42,168.8595
519,43,48.2111
519,5,230.3545
519,55,228.0815
519,55,73.4921
519,57,75.8140
519,6,193.4946
519,7,193.6055
519,83,260.9305
519,85,161.0143
519,93,201.3786
519,96,150.8150
519,98,140.9775
520,4,35.5728
520,6,213.3140
521,15,48.5407
521,19,218.7304
521,52,134.0752
525,0,222.7177
525,1,224.9073
525,11,135.8236
526,0,12.6657
526,10,98.3306
526,15,107.5487
526,15,185.6381
526,15,34.8662
526,37,130.2561
526,5,174.9385
526,5,197.7010
526,5,221.3621
526,74,182.2340
526,93,198.6238
526,93,315.7631
526,97,193.2211
530,10,63.4045
530,16,307.3840
535,10,262.6817
535,27,302.5689
541,3,194.7872
541,3,99.3290
541,4,112.2441
541,8,303.7450
545,128,328.5159
545,172,103.8338
545,178,75.6688
545,28,18.2676
545,3,102.3031
545,82,198.7480
545,83,149.1167
545,83,39.1197
548,1,79.5487
548,10,13.9090
548,113,79.6018
548,127,303.5255
548,130,21.4284
548,14,285.3784
548,154,140.9391
548,155,212.3911
548,2,45.7156
548,3,53.9883
548,4,202.9609
549,14,299.5213
549,17,355.3411
549,3,315.3261
550,19,147.0402
552,40,270.0148
552,91,12.6897
552,94,267.1108
555,0,42.9709
555,51,182.6327
555,76,275.3411
555,92,254.2743
555,92,345.8259
555,92,86.5284
555,93,125.7272
555,93,226.7002
555,93,247.5104
555,93,282.7814
555,93,338.5078
555,93,86.9168
557,43,280.8125
557,5,173.2341
565,104,244.9821
565,128,273.6835
565,30,51.4584
565,33,14.3551
565,33,76.8929
565,93,21.0028
565,93,83.0947
565,94,142.7020
565,94,225.9501
565,98,165.4439
